RunTag,InputChunkLength,OutputChunkLength,Model,MAE,RMSE,MAPE,MAE_return,RMSE_return,MAPE_return,MAE_first_chamber_filling,RMSE_first_chamber_filling,MAPE_first_chamber_filling,MAE_second_chamber_filling,RMSE_second_chamber_filling,MAPE_second_chamber_filling,MAE_gran1_blain,RMSE_gran1_blain,MAPE_gran1_blain
simple_model,8,2,NeuralForecast_TFT,6.7471256,7.148939,1.6431895,3.6131783,3.8545294,3.987518,0.59786415,0.6320741,0.7392927,0.8640426,0.8952917,1.3118243,21.913424,23.21385,0.5341332
simple_model,8,4,NaiveLastValue,7.821426,8.766336,1.6578298,3.9029443,4.396313,4.2168794,0.663824,0.7533008,0.8342585,0.57149786,0.63734907,0.9496055,26.1474,29.278366,0.63057446
simple_model,8,4,LinearRegression,7.596959,8.593104,1.5078789,3.3108635,3.7590303,3.6391547,0.69310045,0.7893732,0.87400717,0.5397309,0.6068233,0.8926797,25.844145,29.217237,0.62567294
simple_model,8,4,Chronos2,8.224787,9.209312,1.7904943,4.226014,4.757037,4.5458746,0.7598797,0.8583404,0.95121175,0.6057461,0.682302,1.0048454,27.307512,30.539541,0.66004705
simple_model,8,4,NeuralForecast_BiTCN,13.448608,14.270606,2.7577686,6.3578157,6.7797203,6.671585,1.1148677,1.1907773,1.3850987,1.1755502,1.2241827,1.8989922,45.14619,47.88771,1.0753946
simple_model,8,4,NeuralForecast_TSMixer,8.362083,9.377968,1.6893346,3.8272352,4.299537,4.2813225,0.6805357,0.77625513,0.85945773,0.5581149,0.62381166,0.9298133,28.38242,31.812256,0.686742
simple_model,8,4,NeuralForecast_Nhits,8.187845,9.102482,1.6759764,3.8959239,4.3922777,4.216534,0.66942805,0.7596931,0.8409258,0.5892739,0.6564597,0.9783852,27.596783,30.601501,0.6680566
simple_model,8,4,NeuralForecast_XLinear,7.987435,8.942792,1.6669983,3.9576218,4.4463587,4.2735724,0.6647009,0.75465333,0.8380565,0.5475742,0.6152479,0.9102975,26.77986,29.95483,0.64607453
simple_model,8,4,NeuralForecast_TFT,10.579562,11.49464,2.1280677,4.431508,4.8953533,4.8679895,0.7525059,0.8403493,0.9448341,1.2004097,1.2664274,1.8244222,35.93382,38.976456,0.87500757
simple_model,8,6,NaiveLastValue,9.498532,10.827387,1.9943373,4.7106996,5.3768096,5.0119267,0.81364363,0.9426407,1.0190877,0.70847887,0.8016612,1.1756299,31.761324,36.188465,0.7707044
simple_model,8,6,LinearRegression,9.656277,11.048877,1.8377702,4.003704,4.6153493,4.3364563,0.860179,0.996465,1.0822796,0.6832333,0.7813996,1.1255789,33.078003,37.80231,0.8067649
simple_model,8,6,Chronos2,9.965386,11.343619,2.1616251,5.136476,5.8694196,5.4070363,0.92738426,1.0715292,1.1597434,0.7696296,0.87822914,1.2777394,33.02806,37.555317,0.80198395
simple_model,8,6,NeuralForecast_BiTCN,13.758176,14.940056,2.8765202,6.73592,7.328704,7.0317183,1.2538137,1.362938,1.5470616,1.0910562,1.1697319,1.8037823,45.951885,49.898888,1.1235194
simple_model,8,6,NeuralForecast_TSMixer,9.868658,11.174897,1.9712782,4.410108,5.05102,4.8222117,0.8659293,0.9947945,1.0897194,0.6980084,0.7912478,1.160353,33.50057,37.86252,0.8128194
simple_model,8,6,NeuralForecast_Nhits,10.056841,11.401491,2.0171597,4.7002587,5.3739405,5.014101,0.81832606,0.94756794,1.025305,0.7211614,0.81293327,1.200457,33.98764,38.471474,0.8287727
simple_model,8,6,NeuralForecast_XLinear,9.728406,11.029888,1.9888679,4.689268,5.344707,5.003454,0.8198841,0.94828194,1.0330368,0.6765275,0.77058786,1.1245074,32.727974,37.055904,0.79447
simple_model,8,6,NeuralForecast_TFT,12.123969,13.315526,2.5060544,5.3913097,6.013337,5.785053,0.9470692,1.067094,1.1772286,1.373869,1.4610553,2.0893579,40.783604,44.720634,0.972575
