RunTag,InputChunkLength,OutputChunkLength,Model,MAE,RMSE,MAPE,MAE_return,RMSE_return,MAPE_return,MAE_first_chamber_filling,RMSE_first_chamber_filling,MAPE_first_chamber_filling,MAE_second_chamber_filling,RMSE_second_chamber_filling,MAPE_second_chamber_filling,MAE_gran1_blain,RMSE_gran1_blain,MAPE_gran1_blain
all_targets,4,2,NeuralForecast_TSMixer,5.7227354,6.1760883,1.270995,2.96025,3.199499,3.2878566,0.4791649,0.5153291,0.60748184,0.44089344,0.47134146,0.7310016,19.010616,20.518194,0.4576398
all_targets,4,2,NeuralForecast_Nhits,6.359652,6.79576,1.3242924,3.0625253,3.3179777,3.3716638,0.49387157,0.53226346,0.62005967,0.482154,0.5171684,0.7879356,21.400032,22.815603,0.51751345
all_targets,4,2,NeuralForecast_XLinear,5.3741593,5.801299,1.2770089,3.1519241,3.400679,3.456104,0.4583175,0.49859935,0.57953405,0.38989753,0.4233415,0.6517613,17.496477,18.882576,0.4206372
all_targets,4,2,NeuralForecast_TFT,14.416748,14.689255,2.590353,5.7093315,5.902492,5.4892864,1.0264229,1.057727,1.2025156,1.6623857,1.6827127,2.506876,49.26888,50.114063,1.162731
all_targets,4,4,NaiveLastValue,7.821426,8.766336,1.6578298,3.9029443,4.396313,4.2168794,0.663824,0.7533008,0.8342585,0.57149786,0.63734907,0.9496055,26.1474,29.278366,0.63057446
all_targets,4,4,LinearRegression,9.432983,10.494819,0.7894997,0.15046966,0.17759152,0.16597472,0.89772856,0.9990402,1.1220849,0.63356674,0.7209859,1.0101879,36.05016,40.081627,0.85975564
all_targets,4,4,Chronos2,8.0911875,9.030716,1.6411384,3.716335,4.174918,4.0028343,0.70956576,0.8015698,0.8928226,0.6087824,0.67706466,1.0091666,27.33011,30.469358,0.65972996
all_targets,4,4,NeuralForecast_BiTCN,22.066006,22.901308,3.3641,7.4255896,7.810551,7.6046257,1.2952965,1.367038,1.5631546,1.5396636,1.5921656,2.4321752,78.003494,80.835556,1.8564413
all_targets,4,4,NeuralForecast_TSMixer,8.073836,9.016897,1.6371671,3.7913933,4.248972,4.1627417,0.64567894,0.7333537,0.815184,0.5471429,0.6117987,0.91028833,27.31118,30.473402,0.66045254
all_targets,4,4,NeuralForecast_Nhits,8.825674,10.057273,1.7041843,3.8800187,4.3880124,4.232452,0.66956776,0.7596957,0.84230393,0.6124508,0.69071794,1.0046465,30.140625,34.390682,0.73733866
