sequence_index,first_chamber_filling,block_idx,fcst_origin
1970-01-01 00:00:00.000000004,86.78336,188,3
1970-01-01 00:00:00.000000005,86.68114,188,3
1970-01-01 00:00:00.000000006,86.395645,188,3
1970-01-01 00:00:00.000000007,86.67343,188,3
1970-01-01 00:00:00.000000008,86.79012,188,3
1970-01-01 00:00:00.000000009,81.1169,188,3
1970-01-01 00:00:00.000000005,86.68114,188,4
1970-01-01 00:00:00.000000006,86.395645,188,4
1970-01-01 00:00:00.000000007,86.67343,188,4
1970-01-01 00:00:00.000000008,86.79012,188,4
1970-01-01 00:00:00.000000009,81.1169,188,4
1970-01-01 00:00:00.000000010,80.01736,188,4
1970-01-01 00:00:00.000000006,86.395645,188,5
1970-01-01 00:00:00.000000007,86.67343,188,5
1970-01-01 00:00:00.000000008,86.79012,188,5
1970-01-01 00:00:00.000000009,81.1169,188,5
1970-01-01 00:00:00.000000010,80.01736,188,5
1970-01-01 00:00:00.000000011,85.864204,188,5
1970-01-01 00:00:00.000000007,86.67343,188,6
1970-01-01 00:00:00.000000008,86.79012,188,6
1970-01-01 00:00:00.000000009,81.1169,188,6
1970-01-01 00:00:00.000000010,80.01736,188,6
1970-01-01 00:00:00.000000011,85.864204,188,6
1970-01-01 00:00:00.000000012,87.99381,188,6
1970-01-01 00:00:00.000000008,86.79012,188,7
1970-01-01 00:00:00.000000009,81.1169,188,7
1970-01-01 00:00:00.000000010,80.01736,188,7
1970-01-01 00:00:00.000000011,85.864204,188,7
1970-01-01 00:00:00.000000012,87.99381,188,7
1970-01-01 00:00:00.000000013,89.114586,188,7
1970-01-01 00:00:00.000000009,81.1169,188,8
1970-01-01 00:00:00.000000010,80.01736,188,8
1970-01-01 00:00:00.000000011,85.864204,188,8
1970-01-01 00:00:00.000000012,87.99381,188,8
1970-01-01 00:00:00.000000013,89.114586,188,8
1970-01-01 00:00:00.000000014,89.29687,188,8
1970-01-01 00:00:00.000000010,80.01736,188,9
1970-01-01 00:00:00.000000011,85.864204,188,9
1970-01-01 00:00:00.000000012,87.99381,188,9
1970-01-01 00:00:00.000000013,89.114586,188,9
1970-01-01 00:00:00.000000014,89.29687,188,9
1970-01-01 00:00:00.000000015,88.987274,188,9
1970-01-01 00:00:00.000000011,85.864204,188,10
1970-01-01 00:00:00.000000012,87.99381,188,10
1970-01-01 00:00:00.000000013,89.114586,188,10
1970-01-01 00:00:00.000000014,89.29687,188,10
1970-01-01 00:00:00.000000015,88.987274,188,10
1970-01-01 00:00:00.000000016,88.82813,188,10
1970-01-01 00:00:00.000000012,87.99381,188,11
1970-01-01 00:00:00.000000013,89.114586,188,11
1970-01-01 00:00:00.000000014,89.29687,188,11
1970-01-01 00:00:00.000000015,88.987274,188,11
1970-01-01 00:00:00.000000016,88.82813,188,11
1970-01-01 00:00:00.000000017,88.40276,188,11
1970-01-01 00:00:00.000000013,89.114586,188,12
1970-01-01 00:00:00.000000014,89.29687,188,12
1970-01-01 00:00:00.000000015,88.987274,188,12
1970-01-01 00:00:00.000000016,88.82813,188,12
1970-01-01 00:00:00.000000017,88.40276,188,12
1970-01-01 00:00:00.000000018,87.57233,188,12
1970-01-01 00:00:00.000000014,89.29687,188,13
1970-01-01 00:00:00.000000015,88.987274,188,13
1970-01-01 00:00:00.000000016,88.82813,188,13
1970-01-01 00:00:00.000000017,88.40276,188,13
1970-01-01 00:00:00.000000018,87.57233,188,13
1970-01-01 00:00:00.000000019,88.143326,188,13
1970-01-01 00:00:00.000000015,88.987274,188,14
1970-01-01 00:00:00.000000016,88.82813,188,14
