sequence_index,return,block_idx,fcst_origin
1970-01-01 00:00:00.000000009,66.61438,82,8
1970-01-01 00:00:00.000000010,75.128075,82,8
1970-01-01 00:00:00.000000011,71.84676,82,8
1970-01-01 00:00:00.000000012,71.316086,82,8
1970-01-01 00:00:00.000000013,75.75136,82,8
1970-01-01 00:00:00.000000014,77.11818,82,8
1970-01-01 00:00:00.000000010,75.128075,82,9
1970-01-01 00:00:00.000000011,71.84676,82,9
1970-01-01 00:00:00.000000012,71.316086,82,9
1970-01-01 00:00:00.000000013,75.75136,82,9
1970-01-01 00:00:00.000000014,77.11818,82,9
1970-01-01 00:00:00.000000015,77.97786,82,9
1970-01-01 00:00:00.000000011,71.84676,82,10
1970-01-01 00:00:00.000000012,71.316086,82,10
1970-01-01 00:00:00.000000013,75.75136,82,10
1970-01-01 00:00:00.000000014,77.11818,82,10
1970-01-01 00:00:00.000000015,77.97786,82,10
1970-01-01 00:00:00.000000016,76.46216,82,10
1970-01-01 00:00:00.000000012,71.316086,82,11
1970-01-01 00:00:00.000000013,75.75136,82,11
1970-01-01 00:00:00.000000014,77.11818,82,11
1970-01-01 00:00:00.000000015,77.97786,82,11
1970-01-01 00:00:00.000000016,76.46216,82,11
1970-01-01 00:00:00.000000017,75.385574,82,11
1970-01-01 00:00:00.000000013,75.75136,82,12
1970-01-01 00:00:00.000000014,77.11818,82,12
1970-01-01 00:00:00.000000015,77.97786,82,12
1970-01-01 00:00:00.000000016,76.46216,82,12
1970-01-01 00:00:00.000000017,75.385574,82,12
1970-01-01 00:00:00.000000018,77.41409,82,12
1970-01-01 00:00:00.000000014,77.11818,82,13
1970-01-01 00:00:00.000000015,77.97786,82,13
1970-01-01 00:00:00.000000016,76.46216,82,13
1970-01-01 00:00:00.000000017,75.385574,82,13
1970-01-01 00:00:00.000000018,77.41409,82,13
1970-01-01 00:00:00.000000019,77.626526,82,13
1970-01-01 00:00:00.000000015,77.97786,82,14
1970-01-01 00:00:00.000000016,76.46216,82,14
1970-01-01 00:00:00.000000017,75.385574,82,14
1970-01-01 00:00:00.000000018,77.41409,82,14
1970-01-01 00:00:00.000000019,77.626526,82,14
1970-01-01 00:00:00.000000020,77.99626,82,14
1970-01-01 00:00:00.000000016,76.46216,82,15
1970-01-01 00:00:00.000000017,75.385574,82,15
1970-01-01 00:00:00.000000018,77.41409,82,15
1970-01-01 00:00:00.000000019,77.626526,82,15
1970-01-01 00:00:00.000000020,77.99626,82,15
1970-01-01 00:00:00.000000021,78.557976,82,15
1970-01-01 00:00:00.000000017,75.385574,82,16
1970-01-01 00:00:00.000000018,77.41409,82,16
1970-01-01 00:00:00.000000019,77.626526,82,16
1970-01-01 00:00:00.000000020,77.99626,82,16
1970-01-01 00:00:00.000000021,78.557976,82,16
1970-01-01 00:00:00.000000022,76.18788,82,16
1970-01-01 00:00:00.000000018,77.41409,82,17
1970-01-01 00:00:00.000000019,77.626526,82,17
1970-01-01 00:00:00.000000020,77.99626,82,17
1970-01-01 00:00:00.000000021,78.557976,82,17
1970-01-01 00:00:00.000000022,76.18788,82,17
1970-01-01 00:00:00.000000023,79.56701,82,17
1970-01-01 00:00:00.000000019,77.626526,82,18
1970-01-01 00:00:00.000000020,77.99626,82,18
1970-01-01 00:00:00.000000021,78.557976,82,18
1970-01-01 00:00:00.000000022,76.18788,82,18
1970-01-01 00:00:00.000000023,79.56701,82,18
1970-01-01 00:00:00.000000024,78.08452,82,18
1970-01-01 00:00:00.000000020,77.99626,82,19
1970-01-01 00:00:00.000000021,78.557976,82,19
1970-01-01 00:00:00.000000022,76.18788,82,19
1970-01-01 00:00:00.000000023,79.56701,82,19
1970-01-01 00:00:00.000000024,78.08452,82,19
1970-01-01 00:00:00.000000025,76.90407,82,19
1970-01-01 00:00:00.000000021,78.557976,82,20
1970-01-01 00:00:00.000000022,76.18788,82,20
1970-01-01 00:00:00.000000023,79.56701,82,20
1970-01-01 00:00:00.000000024,78.08452,82,20
1970-01-01 00:00:00.000000025,76.90407,82,20
1970-01-01 00:00:00.000000026,76.13681,82,20
1970-01-01 00:00:00.000000022,76.18788,82,21
1970-01-01 00:00:00.000000023,79.56701,82,21
1970-01-01 00:00:00.000000024,78.08452,82,21
1970-01-01 00:00:00.000000025,76.90407,82,21
1970-01-01 00:00:00.000000026,76.13681,82,21
1970-01-01 00:00:00.000000027,76.74441,82,21
1970-01-01 00:00:00.000000023,79.56701,82,22
1970-01-01 00:00:00.000000024,78.08452,82,22
1970-01-01 00:00:00.000000025,76.90407,82,22
1970-01-01 00:00:00.000000026,76.13681,82,22
1970-01-01 00:00:00.000000027,76.74441,82,22
1970-01-01 00:00:00.000000028,76.54687,82,22
1970-01-01 00:00:00.000000024,78.08452,82,23
1970-01-01 00:00:00.000000025,76.90407,82,23
1970-01-01 00:00:00.000000026,76.13681,82,23
1970-01-01 00:00:00.000000027,76.74441,82,23
1970-01-01 00:00:00.000000028,76.54687,82,23
1970-01-01 00:00:00.000000029,74.02731,82,23
1970-01-01 00:00:00.000000025,76.90407,82,24
1970-01-01 00:00:00.000000026,76.13681,82,24
1970-01-01 00:00:00.000000027,76.74441,82,24
1970-01-01 00:00:00.000000028,76.54687,82,24
1970-01-01 00:00:00.000000029,74.02731,82,24
1970-01-01 00:00:00.000000030,70.582535,82,24
1970-01-01 00:00:00.000000026,76.13681,82,25
1970-01-01 00:00:00.000000027,76.74441,82,25
1970-01-01 00:00:00.000000028,76.54687,82,25
1970-01-01 00:00:00.000000029,74.02731,82,25
1970-01-01 00:00:00.000000030,70.582535,82,25
1970-01-01 00:00:00.000000031,67.51048,82,25
1970-01-01 00:00:00.000000027,76.74441,82,26
1970-01-01 00:00:00.000000028,76.54687,82,26
1970-01-01 00:00:00.000000029,74.02731,82,26
1970-01-01 00:00:00.000000030,70.582535,82,26
1970-01-01 00:00:00.000000031,67.51048,82,26
1970-01-01 00:00:00.000000032,70.0484,82,26
1970-01-01 00:00:00.000000028,76.54687,82,27
1970-01-01 00:00:00.000000029,74.02731,82,27
1970-01-01 00:00:00.000000030,70.582535,82,27
1970-01-01 00:00:00.000000031,67.51048,82,27
1970-01-01 00:00:00.000000032,70.0484,82,27
1970-01-01 00:00:00.000000033,71.9558,82,27
1970-01-01 00:00:00.000000029,74.02731,82,28
1970-01-01 00:00:00.000000030,70.582535,82,28
1970-01-01 00:00:00.000000031,67.51048,82,28
1970-01-01 00:00:00.000000032,70.0484,82,28
1970-01-01 00:00:00.000000033,71.9558,82,28
1970-01-01 00:00:00.000000034,73.73778,82,28
1970-01-01 00:00:00.000000030,70.582535,82,29
1970-01-01 00:00:00.000000031,67.51048,82,29
1970-01-01 00:00:00.000000032,70.0484,82,29
1970-01-01 00:00:00.000000033,71.9558,82,29
1970-01-01 00:00:00.000000034,73.73778,82,29
1970-01-01 00:00:00.000000035,73.87286,82,29
1970-01-01 00:00:00.000000031,67.51048,82,30
1970-01-01 00:00:00.000000032,70.0484,82,30
1970-01-01 00:00:00.000000033,71.9558,82,30
1970-01-01 00:00:00.000000034,73.73778,82,30
1970-01-01 00:00:00.000000035,73.87286,82,30
1970-01-01 00:00:00.000000036,74.38758,82,30
1970-01-01 00:00:00.000000032,70.0484,82,31
1970-01-01 00:00:00.000000033,71.9558,82,31
1970-01-01 00:00:00.000000034,73.73778,82,31
1970-01-01 00:00:00.000000035,73.87286,82,31
1970-01-01 00:00:00.000000036,74.38758,82,31
1970-01-01 00:00:00.000000037,78.03875,82,31
1970-01-01 00:00:00.000000033,71.9558,82,32
1970-01-01 00:00:00.000000034,73.73778,82,32
1970-01-01 00:00:00.000000035,73.87286,82,32
1970-01-01 00:00:00.000000036,74.38758,82,32
1970-01-01 00:00:00.000000037,78.03875,82,32
1970-01-01 00:00:00.000000038,81.348236,82,32
1970-01-01 00:00:00.000000034,73.73778,82,33
1970-01-01 00:00:00.000000035,73.87286,82,33
1970-01-01 00:00:00.000000036,74.38758,82,33
1970-01-01 00:00:00.000000037,78.03875,82,33
1970-01-01 00:00:00.000000038,81.348236,82,33
1970-01-01 00:00:00.000000039,79.017746,82,33
1970-01-01 00:00:00.000000035,73.87286,82,34
1970-01-01 00:00:00.000000036,74.38758,82,34
1970-01-01 00:00:00.000000037,78.03875,82,34
1970-01-01 00:00:00.000000038,81.348236,82,34
1970-01-01 00:00:00.000000039,79.017746,82,34
1970-01-01 00:00:00.000000040,75.32369,82,34
1970-01-01 00:00:00.000000036,74.38758,82,35
1970-01-01 00:00:00.000000037,78.03875,82,35
1970-01-01 00:00:00.000000038,81.348236,82,35
1970-01-01 00:00:00.000000039,79.017746,82,35
1970-01-01 00:00:00.000000040,75.32369,82,35
1970-01-01 00:00:00.000000041,74.8319,82,35
1970-01-01 00:00:00.000000037,78.03875,82,36
1970-01-01 00:00:00.000000038,81.348236,82,36
1970-01-01 00:00:00.000000039,79.017746,82,36
1970-01-01 00:00:00.000000040,75.32369,82,36
1970-01-01 00:00:00.000000041,74.8319,82,36
1970-01-01 00:00:00.000000042,74.55155,82,36
1970-01-01 00:00:00.000000038,81.348236,82,37
1970-01-01 00:00:00.000000039,79.017746,82,37
1970-01-01 00:00:00.000000040,75.32369,82,37
1970-01-01 00:00:00.000000041,74.8319,82,37
1970-01-01 00:00:00.000000042,74.55155,82,37
1970-01-01 00:00:00.000000043,76.80723,82,37
1970-01-01 00:00:00.000000039,79.017746,82,38
1970-01-01 00:00:00.000000040,75.32369,82,38
1970-01-01 00:00:00.000000041,74.8319,82,38
1970-01-01 00:00:00.000000042,74.55155,82,38
1970-01-01 00:00:00.000000043,76.80723,82,38
1970-01-01 00:00:00.000000044,73.38259,82,38
1970-01-01 00:00:00.000000040,75.32369,82,39
1970-01-01 00:00:00.000000041,74.8319,82,39
1970-01-01 00:00:00.000000042,74.55155,82,39
1970-01-01 00:00:00.000000043,76.80723,82,39
1970-01-01 00:00:00.000000044,73.38259,82,39
1970-01-01 00:00:00.000000045,76.171036,82,39
1970-01-01 00:00:00.000000041,74.8319,82,40
1970-01-01 00:00:00.000000042,74.55155,82,40
1970-01-01 00:00:00.000000043,76.80723,82,40
1970-01-01 00:00:00.000000044,73.38259,82,40
1970-01-01 00:00:00.000000045,76.171036,82,40
1970-01-01 00:00:00.000000046,76.000984,82,40
1970-01-01 00:00:00.000000042,74.55155,82,41
1970-01-01 00:00:00.000000043,76.80723,82,41
1970-01-01 00:00:00.000000044,73.38259,82,41
1970-01-01 00:00:00.000000045,76.171036,82,41
1970-01-01 00:00:00.000000046,76.000984,82,41
1970-01-01 00:00:00.000000047,69.98063,82,41
1970-01-01 00:00:00.000000043,76.80723,82,42
1970-01-01 00:00:00.000000044,73.38259,82,42
1970-01-01 00:00:00.000000045,76.171036,82,42
1970-01-01 00:00:00.000000046,76.000984,82,42
1970-01-01 00:00:00.000000047,69.98063,82,42
1970-01-01 00:00:00.000000048,72.30526,82,42
1970-01-01 00:00:00.000000044,73.38259,82,43
1970-01-01 00:00:00.000000045,76.171036,82,43
1970-01-01 00:00:00.000000046,76.000984,82,43
1970-01-01 00:00:00.000000047,69.98063,82,43
1970-01-01 00:00:00.000000048,72.30526,82,43
1970-01-01 00:00:00.000000049,72.81739,82,43
1970-01-01 00:00:00.000000045,76.171036,82,44
1970-01-01 00:00:00.000000046,76.000984,82,44
1970-01-01 00:00:00.000000047,69.98063,82,44
1970-01-01 00:00:00.000000048,72.30526,82,44
1970-01-01 00:00:00.000000049,72.81739,82,44
1970-01-01 00:00:00.000000050,77.62598,82,44
1970-01-01 00:00:00.000000046,76.000984,82,45
1970-01-01 00:00:00.000000047,69.98063,82,45
1970-01-01 00:00:00.000000048,72.30526,82,45
1970-01-01 00:00:00.000000049,72.81739,82,45
1970-01-01 00:00:00.000000050,77.62598,82,45
1970-01-01 00:00:00.000000051,76.47284,82,45
1970-01-01 00:00:00.000000047,69.98063,82,46
1970-01-01 00:00:00.000000048,72.30526,82,46
1970-01-01 00:00:00.000000049,72.81739,82,46
1970-01-01 00:00:00.000000050,77.62598,82,46
1970-01-01 00:00:00.000000051,76.47284,82,46
1970-01-01 00:00:00.000000052,75.10545,82,46
1970-01-01 00:00:00.000000048,72.30526,82,47
1970-01-01 00:00:00.000000049,72.81739,82,47
1970-01-01 00:00:00.000000050,77.62598,82,47
1970-01-01 00:00:00.000000051,76.47284,82,47
1970-01-01 00:00:00.000000052,75.10545,82,47
1970-01-01 00:00:00.000000053,77.446526,82,47
1970-01-01 00:00:00.000000049,72.81739,82,48
1970-01-01 00:00:00.000000050,77.62598,82,48
1970-01-01 00:00:00.000000051,76.47284,82,48
1970-01-01 00:00:00.000000052,75.10545,82,48
1970-01-01 00:00:00.000000053,77.446526,82,48
1970-01-01 00:00:00.000000054,75.670715,82,48
1970-01-01 00:00:00.000000050,77.62598,82,49
1970-01-01 00:00:00.000000051,76.47284,82,49
1970-01-01 00:00:00.000000052,75.10545,82,49
1970-01-01 00:00:00.000000053,77.446526,82,49
1970-01-01 00:00:00.000000054,75.670715,82,49
1970-01-01 00:00:00.000000055,75.293785,82,49
1970-01-01 00:00:00.000000051,76.47284,82,50
1970-01-01 00:00:00.000000052,75.10545,82,50
1970-01-01 00:00:00.000000053,77.446526,82,50
1970-01-01 00:00:00.000000054,75.670715,82,50
1970-01-01 00:00:00.000000055,75.293785,82,50
1970-01-01 00:00:00.000000056,73.90668,82,50
1970-01-01 00:00:00.000000052,75.10545,82,51
1970-01-01 00:00:00.000000053,77.446526,82,51
1970-01-01 00:00:00.000000054,75.670715,82,51
1970-01-01 00:00:00.000000055,75.293785,82,51
1970-01-01 00:00:00.000000056,73.90668,82,51
1970-01-01 00:00:00.000000057,75.662,82,51
1970-01-01 00:00:00.000000053,77.446526,82,52
1970-01-01 00:00:00.000000054,75.670715,82,52
1970-01-01 00:00:00.000000055,75.293785,82,52
1970-01-01 00:00:00.000000056,73.90668,82,52
1970-01-01 00:00:00.000000057,75.662,82,52
1970-01-01 00:00:00.000000058,72.30869,82,52
1970-01-01 00:00:00.000000054,75.670715,82,53
1970-01-01 00:00:00.000000055,75.293785,82,53
1970-01-01 00:00:00.000000056,73.90668,82,53
1970-01-01 00:00:00.000000057,75.662,82,53
1970-01-01 00:00:00.000000058,72.30869,82,53
1970-01-01 00:00:00.000000059,74.070915,82,53
1970-01-01 00:00:00.000000055,75.293785,82,54
1970-01-01 00:00:00.000000056,73.90668,82,54
1970-01-01 00:00:00.000000057,75.662,82,54
1970-01-01 00:00:00.000000058,72.30869,82,54
1970-01-01 00:00:00.000000059,74.070915,82,54
1970-01-01 00:00:00.000000060,73.646935,82,54
1970-01-01 00:00:00.000000056,73.90668,82,55
1970-01-01 00:00:00.000000057,75.662,82,55
1970-01-01 00:00:00.000000058,72.30869,82,55
1970-01-01 00:00:00.000000059,74.070915,82,55
1970-01-01 00:00:00.000000060,73.646935,82,55
1970-01-01 00:00:00.000000061,75.8642,82,55
1970-01-01 00:00:00.000000009,54.649075,83,8
1970-01-01 00:00:00.000000010,55.097305,83,8
1970-01-01 00:00:00.000000011,55.39418,83,8
1970-01-01 00:00:00.000000012,57.359554,83,8
1970-01-01 00:00:00.000000013,56.64574,83,8
1970-01-01 00:00:00.000000014,59.929173,83,8
1970-01-01 00:00:00.000000010,55.097305,83,9
1970-01-01 00:00:00.000000011,55.39418,83,9
1970-01-01 00:00:00.000000012,57.359554,83,9
1970-01-01 00:00:00.000000013,56.64574,83,9
1970-01-01 00:00:00.000000014,59.929173,83,9
1970-01-01 00:00:00.000000015,59.34116,83,9
1970-01-01 00:00:00.000000011,55.39418,83,10
1970-01-01 00:00:00.000000012,57.359554,83,10
1970-01-01 00:00:00.000000013,56.64574,83,10
1970-01-01 00:00:00.000000014,59.929173,83,10
1970-01-01 00:00:00.000000015,59.34116,83,10
1970-01-01 00:00:00.000000016,60.393646,83,10
1970-01-01 00:00:00.000000012,57.359554,83,11
1970-01-01 00:00:00.000000013,56.64574,83,11
1970-01-01 00:00:00.000000014,59.929173,83,11
1970-01-01 00:00:00.000000015,59.34116,83,11
1970-01-01 00:00:00.000000016,60.393646,83,11
1970-01-01 00:00:00.000000017,59.85478,83,11
1970-01-01 00:00:00.000000013,56.64574,83,12
1970-01-01 00:00:00.000000014,59.929173,83,12
1970-01-01 00:00:00.000000015,59.34116,83,12
1970-01-01 00:00:00.000000016,60.393646,83,12
1970-01-01 00:00:00.000000017,59.85478,83,12
1970-01-01 00:00:00.000000018,57.413486,83,12
1970-01-01 00:00:00.000000014,59.929173,83,13
1970-01-01 00:00:00.000000015,59.34116,83,13
1970-01-01 00:00:00.000000016,60.393646,83,13
1970-01-01 00:00:00.000000017,59.85478,83,13
1970-01-01 00:00:00.000000018,57.413486,83,13
1970-01-01 00:00:00.000000019,55.280354,83,13
1970-01-01 00:00:00.000000015,59.34116,83,14
1970-01-01 00:00:00.000000016,60.393646,83,14
1970-01-01 00:00:00.000000017,59.85478,83,14
1970-01-01 00:00:00.000000018,57.413486,83,14
1970-01-01 00:00:00.000000019,55.280354,83,14
1970-01-01 00:00:00.000000020,56.386513,83,14
1970-01-01 00:00:00.000000016,60.393646,83,15
1970-01-01 00:00:00.000000017,59.85478,83,15
1970-01-01 00:00:00.000000018,57.413486,83,15
1970-01-01 00:00:00.000000019,55.280354,83,15
1970-01-01 00:00:00.000000020,56.386513,83,15
1970-01-01 00:00:00.000000021,55.784386,83,15
1970-01-01 00:00:00.000000017,59.85478,83,16
1970-01-01 00:00:00.000000018,57.413486,83,16
1970-01-01 00:00:00.000000019,55.280354,83,16
1970-01-01 00:00:00.000000020,56.386513,83,16
1970-01-01 00:00:00.000000021,55.784386,83,16
1970-01-01 00:00:00.000000022,50.969013,83,16
1970-01-01 00:00:00.000000018,57.413486,83,17
1970-01-01 00:00:00.000000019,55.280354,83,17
1970-01-01 00:00:00.000000020,56.386513,83,17
1970-01-01 00:00:00.000000021,55.784386,83,17
1970-01-01 00:00:00.000000022,50.969013,83,17
1970-01-01 00:00:00.000000023,55.1417,83,17
1970-01-01 00:00:00.000000019,55.280354,83,18
1970-01-01 00:00:00.000000020,56.386513,83,18
1970-01-01 00:00:00.000000021,55.784386,83,18
1970-01-01 00:00:00.000000022,50.969013,83,18
1970-01-01 00:00:00.000000023,55.1417,83,18
1970-01-01 00:00:00.000000024,47.573708,83,18
1970-01-01 00:00:00.000000020,56.386513,83,19
1970-01-01 00:00:00.000000021,55.784386,83,19
1970-01-01 00:00:00.000000022,50.969013,83,19
1970-01-01 00:00:00.000000023,55.1417,83,19
1970-01-01 00:00:00.000000024,47.573708,83,19
1970-01-01 00:00:00.000000025,46.981094,83,19
1970-01-01 00:00:00.000000021,55.784386,83,20
1970-01-01 00:00:00.000000022,50.969013,83,20
1970-01-01 00:00:00.000000023,55.1417,83,20
1970-01-01 00:00:00.000000024,47.573708,83,20
1970-01-01 00:00:00.000000025,46.981094,83,20
1970-01-01 00:00:00.000000026,42.87393,83,20
1970-01-01 00:00:00.000000022,50.969013,83,21
1970-01-01 00:00:00.000000023,55.1417,83,21
1970-01-01 00:00:00.000000024,47.573708,83,21
1970-01-01 00:00:00.000000025,46.981094,83,21
1970-01-01 00:00:00.000000026,42.87393,83,21
1970-01-01 00:00:00.000000027,46.263615,83,21
1970-01-01 00:00:00.000000023,55.1417,83,22
1970-01-01 00:00:00.000000024,47.573708,83,22
1970-01-01 00:00:00.000000025,46.981094,83,22
1970-01-01 00:00:00.000000026,42.87393,83,22
1970-01-01 00:00:00.000000027,46.263615,83,22
1970-01-01 00:00:00.000000028,48.855953,83,22
1970-01-01 00:00:00.000000024,47.573708,83,23
1970-01-01 00:00:00.000000025,46.981094,83,23
1970-01-01 00:00:00.000000026,42.87393,83,23
1970-01-01 00:00:00.000000027,46.263615,83,23
1970-01-01 00:00:00.000000028,48.855953,83,23
1970-01-01 00:00:00.000000029,51.771027,83,23
1970-01-01 00:00:00.000000025,46.981094,83,24
1970-01-01 00:00:00.000000026,42.87393,83,24
1970-01-01 00:00:00.000000027,46.263615,83,24
1970-01-01 00:00:00.000000028,48.855953,83,24
1970-01-01 00:00:00.000000029,51.771027,83,24
1970-01-01 00:00:00.000000030,52.76392,83,24
1970-01-01 00:00:00.000000026,42.87393,83,25
1970-01-01 00:00:00.000000027,46.263615,83,25
1970-01-01 00:00:00.000000028,48.855953,83,25
1970-01-01 00:00:00.000000029,51.771027,83,25
1970-01-01 00:00:00.000000030,52.76392,83,25
1970-01-01 00:00:00.000000031,55.3071,83,25
1970-01-01 00:00:00.000000027,46.263615,83,26
1970-01-01 00:00:00.000000028,48.855953,83,26
1970-01-01 00:00:00.000000029,51.771027,83,26
1970-01-01 00:00:00.000000030,52.76392,83,26
1970-01-01 00:00:00.000000031,55.3071,83,26
1970-01-01 00:00:00.000000032,57.128834,83,26
1970-01-01 00:00:00.000000028,48.855953,83,27
1970-01-01 00:00:00.000000029,51.771027,83,27
1970-01-01 00:00:00.000000030,52.76392,83,27
1970-01-01 00:00:00.000000031,55.3071,83,27
1970-01-01 00:00:00.000000032,57.128834,83,27
1970-01-01 00:00:00.000000033,56.720894,83,27
1970-01-01 00:00:00.000000029,51.771027,83,28
1970-01-01 00:00:00.000000030,52.76392,83,28
1970-01-01 00:00:00.000000031,55.3071,83,28
1970-01-01 00:00:00.000000032,57.128834,83,28
1970-01-01 00:00:00.000000033,56.720894,83,28
1970-01-01 00:00:00.000000034,56.685314,83,28
1970-01-01 00:00:00.000000030,52.76392,83,29
1970-01-01 00:00:00.000000031,55.3071,83,29
1970-01-01 00:00:00.000000032,57.128834,83,29
1970-01-01 00:00:00.000000033,56.720894,83,29
1970-01-01 00:00:00.000000034,56.685314,83,29
1970-01-01 00:00:00.000000035,60.874447,83,29
1970-01-01 00:00:00.000000031,55.3071,83,30
1970-01-01 00:00:00.000000032,57.128834,83,30
1970-01-01 00:00:00.000000033,56.720894,83,30
1970-01-01 00:00:00.000000034,56.685314,83,30
1970-01-01 00:00:00.000000035,60.874447,83,30
1970-01-01 00:00:00.000000036,59.15588,83,30
1970-01-01 00:00:00.000000032,57.128834,83,31
1970-01-01 00:00:00.000000033,56.720894,83,31
1970-01-01 00:00:00.000000034,56.685314,83,31
1970-01-01 00:00:00.000000035,60.874447,83,31
1970-01-01 00:00:00.000000036,59.15588,83,31
1970-01-01 00:00:00.000000037,58.90726,83,31
1970-01-01 00:00:00.000000033,56.720894,83,32
1970-01-01 00:00:00.000000034,56.685314,83,32
1970-01-01 00:00:00.000000035,60.874447,83,32
1970-01-01 00:00:00.000000036,59.15588,83,32
1970-01-01 00:00:00.000000037,58.90726,83,32
