target,setpoint,iae_full,iae_per_minute_full,iae_controlled,iae_per_minute_controlled
return,80.0,15459.62108558373,67.5092623824617,13502.06645524593,67.51033227622965
first_chamber_filling,50.0,6671.4867939034375,29.133130104381824,5826.599076981907,29.132995384909535
second_chamber_filling,50.0,3747.2123572213554,16.363372738957885,3272.629129130747,16.363145645653734
gran1_blain,5500.0,338171.90837427345,1476.7332243418055,295347.4681840802,1476.737340920401
TOTAL_weighted,,32641.758404193995,142.54042971263755,28508.24402504019,142.54122012520094
