target,setpoint,iae_full,iae_per_minute_full,iae_controlled,iae_per_minute_controlled
return,80.0,3541.595676464472,15.465483303338306,1584.04104612667,7.92020523063335
first_chamber_filling,50.0,8570.885238758188,37.42744645745934,7725.997521836656,38.62998760918328
second_chamber_filling,50.0,6722.556504156841,29.356141939549524,6247.973276066234,31.23986638033117
gran1_blain,5500.0,129783.53302822869,566.740318900562,86959.0928380354,434.79546419017703
TOTAL_weighted,,21430.708079944074,93.5838780783584,17297.193700790267,86.48596850395134
