RunTag,InputChunkLength,OutputChunkLength,Model,MAE,RMSE,MAPE,MAE_return,RMSE_return,MAPE_return,MAE_first_chamber_filling,RMSE_first_chamber_filling,MAPE_first_chamber_filling,MAE_second_chamber_filling,RMSE_second_chamber_filling,MAPE_second_chamber_filling,MAE_gran1_blain,RMSE_gran1_blain,MAPE_gran1_blain
all_targets,60,15,NaiveLastValue,3.71677988913788,4.3204638973615515,1.718689492853768,4.324205151398035,5.1224461331024544,5.531146805791134,0.2723790515350893,0.3227823955291092,0.33000535091022937,0.4515282264254385,0.532254825330033,0.7863820775681659,9.81900712719298,11.304372235484609,0.22722373714554678
all_targets,60,15,LinearRegression,4.073023615071119,4.72128847508543,0.7716990926794703,1.4836467366860908,1.8242034060281072,1.6381434251159852,0.2902702872952546,0.34087413339695677,0.34582495799435287,0.4655924006358088,0.5524456588985452,0.7921408154053032,14.052585035667299,16.16763070201812,0.3106871722022375
all_targets,60,15,Darts_DLinear,36.26995487613974,50.86807876991026,4.89203412732467,10.883739431693007,17.644488011356362,10.898259619038472,1.0994247503790988,1.4120607403360286,1.2584182720773083,2.60279062752559,3.903797925588884,4.271300800312127,130.4938646949613,180.5119684023597,3.140157817870737
all_targets,60,15,Darts_NLinear,9.936593303156394,12.10918979533205,2.0222091234398825,3.613084317339671,4.494052054264475,4.866975430761023,0.5953254354590845,0.7072113829339234,0.687995897762777,1.044207621079339,1.2608251663175536,1.7125330230549374,34.49375583874747,41.97467057781223,0.82133214218079
all_targets,60,15,NeuralForecast_BiTCN,8.661829646489196,9.143589913476399,1.8408285332759184,4.044564069800809,4.823061340152874,4.872290041447037,0.5415997971595388,0.5774289083365306,0.643721081186892,0.7177238075111233,0.7905698461847335,1.1775439469222453,29.343430911485328,30.383299559231425,0.6697590635474782
all_targets,60,15,NeuralForecast_TSMixer,3.072215600613899,3.5444647460652057,0.9548514971732383,2.545377445388568,3.0228093828342595,2.511951075243976,0.28822447832373466,0.33347084753808476,0.34767804742459296,0.43408198648096363,0.5110957586176292,0.7521755040674516,9.021178492262303,10.310482995270847,0.20760136195693243
all_targets,60,15,NeuralForecast_Nhits,3.753446583545615,4.3779311755571015,1.7236425727716835,4.326216653499321,5.125849797675229,5.540859880190655,0.27534613573946926,0.3245868755693875,0.33322345501418615,0.4536324291946887,0.5344605770890956,0.7898752847615079,9.958591115748984,11.52682745189474,0.23061167112039074
all_targets,60,15,NeuralForecast_XLinear,3.560786304343351,4.128094556456797,1.4475959469009962,3.7577559105566363,4.5487760426812835,4.4949154967036264,0.2716521334840863,0.31605662189784395,0.32792181005576,0.4255307329027886,0.5045561573551607,0.7402125820557076,9.788206440429928,11.14298940389287,0.2273338987888851
all_targets,60,30,NaiveLastValue,5.3096461410988836,6.210775889817589,1.9050268345817307,4.741326489336668,5.66931614374299,5.802153201819103,0.4204301038637316,0.5000916776051685,0.5086664610551063,0.5485446309375436,0.6506364644890495,0.9499685866815465,15.52828334025758,18.023059273433176,0.3593190887711742
all_targets,60,30,LinearRegression,6.425371393960937,7.5305805797084115,1.122467636707031,1.7128577918089087,2.1552826688041278,2.4415238918057174,0.46787993853932136,0.5507050934533875,0.5499183335152618,0.5931754160697271,0.6999537600495265,0.9933743805751296,22.927572429425815,26.71638079652665,0.505053940932016
