RunTag,InputChunkLength,OutputChunkLength,Model,MAE,RMSE,MAPE,MAE_gran1_blain,RMSE_gran1_blain,MAPE_gran1_blain
target_gran1_blain,120,30,Darts_NLinear,37.64407576057487,46.606762822164654,0.8939829666615542,37.64407576057487,46.606762822164654,0.8939829666615542
target_gran1_blain,120,30,NeuralForecast_BiTCN,35.3152449127616,37.21487886748642,0.778060546772686,35.3152449127616,37.21487886748642,0.778060546772686
target_gran1_blain,120,30,NeuralForecast_TSMixer,12.751967425273167,14.74380209618452,0.2934520502551907,12.751967425273167,14.74380209618452,0.2934520502551907
target_gran1_blain,120,30,NeuralForecast_Nhits,15.602220521251661,18.109951255931712,0.36111970760408657,15.602220521251661,18.109951255931712,0.36111970760408657
target_gran1_blain,120,30,NeuralForecast_XLinear,12.69788941990888,14.693337193968464,0.29332400440840023,12.69788941990888,14.693337193968464,0.29332400440840023
target_gran1_blain,120,60,NaiveLastValue,23.622130816009054,27.639511123178938,0.5490350037026763,23.622130816009054,27.639511123178938,0.5490350037026763
target_gran1_blain,120,60,LinearRegression,26.72062292558912,31.64036328837824,0.6099413493986856,26.72062292558912,31.64036328837824,0.6099413493986856
target_gran1_blain,120,60,Darts_DLinear,100.09233879351108,142.7110389889555,2.378850145748265,100.09233879351108,142.7110389889555,2.378850145748265
target_gran1_blain,120,60,Darts_NLinear,35.51779942475741,44.63369234526202,0.8413479668438482,35.51779942475741,44.63369234526202,0.8413479668438482
target_gran1_blain,120,60,NeuralForecast_BiTCN,45.55298899926401,48.52582362704955,1.0202872209930298,45.55298899926401,48.52582362704955,1.0202872209930298
target_gran1_blain,120,60,NeuralForecast_TSMixer,23.263159094104278,26.892902313426827,0.5384942125510231,23.263159094104278,26.892902313426827,0.5384942125510231
target_gran1_blain,120,60,NeuralForecast_Nhits,23.769517574518712,27.768684182988995,0.5526202264140404,23.769517574518712,27.768684182988995,0.5526202264140404
target_gran1_blain,120,60,NeuralForecast_XLinear,22.252058084153628,26.16483691234595,0.5162301317863283,22.252058084153628,26.16483691234595,0.5162301317863283
