target,setpoint,iae_full,iae_per_minute_full,iae_controlled,iae_per_minute_controlled
return,80.0,2907.404651133277,12.696090179621297,1345.2470981307863,6.726235490653932
first_chamber_filling,50.0,9094.183560496112,39.71259196723193,7857.418380386839,39.2870919019342
second_chamber_filling,50.0,7681.246113326788,33.54255944684187,6574.973495167293,32.87486747583646
gran1_blain,5500.0,85571.69897568776,373.67554137854916,32852.17104213058,164.26085521065292
TOTAL_weighted,,21394.268304469937,93.4247524212661,16434.68239452753,82.17341197263764
