epoch,step,train_loss,val_loss
0,0,0.7512975335121155,
0,1,7.218709945678711,
0,2,4.318565368652344,
0,3,0.32084885239601135,
0,4,0.3238890767097473,
0,5,1.612866759300232,
0,6,0.5966588258743286,
0,7,1.322204351425171,
0,8,1.505588173866272,
0,9,0.9273971915245056,
0,10,0.14956875145435333,
0,11,0.734269380569458,
0,12,0.8469268083572388,
0,13,0.6150062084197998,
0,14,0.2199120968580246,
0,15,0.38560518622398376,
0,16,0.5748717188835144,
0,17,0.541374683380127,
0,18,0.36014407873153687,
0,19,0.15769712626934052,
0,20,0.29371267557144165,
0,21,0.37198227643966675,
0,22,0.3492269217967987,
0,23,0.24384887516498566,
0,24,0.15399087965488434,
0,25,0.22428955137729645,
0,26,0.2721214294433594,
0,27,0.2538245916366577,
0,28,0.19757340848445892,
0,29,0.15881961584091187,
0,30,0.19038362801074982,
0,31,0.22733470797538757,
0,32,0.20984232425689697,
0,33,0.17105290293693542,
0,34,0.16253992915153503,
0,35,0.16965079307556152,
0,36,0.18204614520072937,
0,37,0.16889537870883942,
0,38,0.15078948438167572,
0,39,0.16093038022518158,
0,40,0.1743658035993576,
0,41,0.1695445030927658,
0,42,0.15098553895950317,
0,43,0.14697977900505066,
0,44,0.1647450029850006,
0,45,0.15314620733261108,
0,46,0.14969076216220856,
0,47,0.1481318473815918,
0,48,0.1406562626361847,
0,49,0.1540328860282898,
0,50,0.13980962336063385,
0,51,0.13658666610717773,
0,52,0.14156004786491394,
0,53,0.1330186128616333,
0,54,0.12526434659957886,
0,55,0.12089845538139343,
0,56,0.11852731555700302,
0,57,0.10155688971281052,
0,58,0.1032475009560585,
0,59,0.10332054644823074,
0,60,0.08337780088186264,
0,61,0.13990327715873718,
0,62,0.11066213995218277,
0,63,0.11538180708885193,
0,64,0.10137823224067688,
0,65,0.122127465903759,
0,66,0.08767230063676834,
0,67,0.09175103902816772,
0,68,0.09154602885246277,
0,69,0.08689852803945541,
0,70,0.09069603681564331,
0,71,0.07818222790956497,
0,72,0.08529782295227051,
0,73,0.07839006185531616,
0,74,0.07466724514961243,
0,75,0.07645060122013092,
0,76,0.07443766295909882,
0,77,0.06518325209617615,
0,78,0.06131644546985626,
0,79,0.07259171456098557,
0,80,0.05131791532039642,
0,81,0.08947353065013885,
0,82,0.057763028889894485,
0,83,0.049666788429021835,
0,84,0.0713447704911232,
0,85,0.05021129548549652,
0,86,0.05850714072585106,
0,87,0.05590363219380379,
0,88,0.044245269149541855,
0,89,0.039188288152217865,
0,90,0.052600640803575516,
0,91,0.0628502294421196,
