epoch,step,train_loss,val_loss
0,0,0.11676362156867981,
0,1,9.466717720031738,
0,2,1.158552885055542,
0,3,2.6502225399017334,
0,4,0.6259112358093262,
0,5,1.4935195446014404,
0,6,0.6376774311065674,
0,7,0.07968266308307648,
0,8,0.3767058849334717,
0,9,0.426340252161026,
0,10,0.3142457604408264,
0,11,0.14111275970935822,
0,12,0.05678862705826759,
0,13,0.11551330983638763,
0,14,0.10195640474557877,
0,15,0.04885580390691757,
0,16,0.04484530910849571,
0,17,0.06570877134799957,
0,18,0.053808391094207764,
0,19,0.02424495294690132,
0,20,0.040055353194475174,
0,21,0.04838583245873451,
0,22,0.03820205479860306,
0,23,0.022073738276958466,
0,24,0.03052043542265892,
0,25,0.03916378319263458,
0,26,0.035387150943279266,
0,27,0.021590564399957657,
0,28,0.020795859396457672,
0,29,0.029064970090985298,
0,30,0.029233163222670555,
0,31,0.02277631312608719,
0,32,0.019850144162774086,
0,33,0.024120071902871132,
0,34,0.02813880890607834,
0,35,0.020978199318051338,
0,36,0.019132599234580994,
0,37,0.021654902026057243,
0,38,0.024060621857643127,
0,39,0.022142190486192703,
0,40,0.020662710070610046,
0,41,0.02286560647189617,
0,42,0.025175703689455986,
0,43,0.02300203964114189,
0,44,0.0205778107047081,
0,45,0.01804150827229023,
0,46,0.018435310572385788,
0,47,0.021505095064640045,
0,48,0.023365939036011696,
0,49,0.021874966099858284,
0,50,0.015552276745438576,
0,50,,0.015673721209168434
1,51,0.02129450999200344,
1,52,0.024625176563858986,
1,53,0.02149825543165207,
1,54,0.02142252027988434,
1,55,0.020568717271089554,
1,56,0.02173323929309845,
1,57,0.019641181454062462,
1,58,0.021606460213661194,
1,59,0.020878246054053307,
1,60,0.020442787557840347,
1,61,0.02266189642250538,
1,62,0.020739207044243813,
1,63,0.020797772333025932,
1,64,0.019223250448703766,
1,65,0.021846987307071686,
1,66,0.022076405584812164,
1,67,0.0209294892847538,
1,68,0.02263576351106167,
1,69,0.01911550760269165,
1,70,0.025725118815898895,
1,71,0.02208046056330204,
1,72,0.01713627576828003,
1,73,0.0200875885784626,
1,74,0.020935289561748505,
1,75,0.023082857951521873,
1,76,0.021285461261868477,
1,77,0.02058991976082325,
1,78,0.018657635897397995,
1,79,0.021403752267360687,
1,80,0.018698817119002342,
1,81,0.019676443189382553,
1,82,0.019181428477168083,
1,83,0.02280517853796482,
1,84,0.023014703765511513,
1,85,0.01825096644461155,
1,86,0.022020967677235603,
1,87,0.024267256259918213,
1,88,0.02014845609664917,
1,89,0.020693464204669,
1,90,0.01948237605392933,
1,91,0.026490867137908936,
1,92,0.017161210998892784,
1,93,0.018373403698205948,
1,94,0.01962031051516533,
1,95,0.019054928794503212,
1,96,0.018022600561380386,
1,97,0.02399846911430359,
1,98,0.020651010796427727,
1,99,0.02349608764052391,
1,100,0.0193325225263834,
1,101,0.02201857417821884,
1,101,,0.015104950405657291
2,102,0.02099580317735672,
2,103,0.018371008336544037,
2,104,0.022851379588246346,
2,105,0.024588605388998985,
2,106,0.02047291398048401,
2,107,0.020797833800315857,
2,108,0.021115537732839584,
2,109,0.02315402403473854,
2,110,0.02709866315126419,
2,111,0.018584344536066055,
2,112,0.020661232993006706,
2,113,0.01676282472908497,
2,114,0.018657641485333443,
2,115,0.023198824375867844,
2,116,0.01875678263604641,
2,117,0.02164570242166519,
2,118,0.015406351536512375,
2,119,0.016803361475467682,
