target,setpoint,iae_full,iae_per_minute_full,iae_controlled,iae_per_minute_controlled
return,80.0,4103.697024170652,17.92007434135656,2146.1423938328508,10.730711969164254
first_chamber_filling,50.0,8623.977611895021,37.659290881637645,7779.089894973491,38.895449474867455
second_chamber_filling,50.0,6820.842647868272,29.785339073660577,6346.2594197776625,31.731297098888312
gran1_blain,5500.0,160756.71670787505,701.9943961042578,117932.27651768173,589.6613825884086
TOTAL_weighted,,22763.651618091444,99.40459221873994,18630.13723893764,93.1506861946882
