minute,t_min,phase,return,first_chamber_filling,second_chamber_filling,separator_speed,fresh_feed_setpoint,gran1_blain,return_setpoint,return_error,first_chamber_filling_setpoint,first_chamber_filling_error,second_chamber_filling_setpoint,second_chamber_filling_error,gran1_blain_setpoint,gran1_blain_error,sim_Mm,sim_Mp,sim_Mr,sim_blaine,sim_H1,sim_H2,sim_H,sim_Mr_raw,sim_blaine_raw,mpc_cost,mpc_predicted_error_return,mpc_predicted_error_first_chamber_filling,mpc_predicted_error_second_chamber_filling,mpc_predicted_error_gran1_blain
25,25.0,seeding,26.13249817232486,7.352924823817935,11.852668339326993,150.0,90.0,3682.085243670462,80.0,-53.86750182767514,50.0,-42.647075176182064,50.0,-38.147331660673004,5500.0,-1817.9147563295378,117.34141655933796,90.00000000000254,26.13249817232486,3682.085243670462,7.352924823817936,11.852668339326993,19.20559316314493,27.341416559335393,3722.0234663367037,,,,,
26,26.0,seeding,26.13249817232476,7.352924823817926,11.852668339326963,150.0,90.0,3682.085243670462,80.0,-53.86750182767524,50.0,-42.64707517618207,50.0,-38.14733166067304,5500.0,-1817.9147563295378,117.3414165593376,90.00000000000233,26.13249817232476,3682.085243670462,7.352924823817926,11.852668339326963,19.20559316314489,27.341416559335258,3722.0234663367037,,,,,
27,27.0,seeding,26.132498172324592,7.352924823817916,11.852668339326936,150.0,90.0,3682.08524367046,80.0,-53.86750182767541,50.0,-42.647075176182085,50.0,-38.14733166067306,5500.0,-1817.91475632954,117.34141655933729,90.00000000000217,26.132498172324592,3682.08524367046,7.352924823817916,11.852668339326936,19.20559316314485,27.341416559335105,3722.023466336702,,,,,
28,28.0,seeding,26.13249817232456,7.352924823817906,11.852668339326911,150.0,90.0,3682.085243670463,80.0,-53.86750182767544,50.0,-42.64707517618209,50.0,-38.14733166067309,5500.0,-1817.9147563295369,117.34141655933698,90.00000000000193,26.13249817232456,3682.085243670463,7.352924823817906,11.852668339326911,19.20559316314482,27.34141655933504,3722.0234663367046,,,,,
29,29.0,seeding,26.13249817232446,7.3529248238179,11.85266833932689,150.0,90.0,3682.085243670463,80.0,-53.86750182767554,50.0,-42.6470751761821,50.0,-38.14733166067311,5500.0,-1817.9147563295369,117.34141655933671,90.00000000000175,26.13249817232446,3682.085243670463,7.352924823817899,11.85266833932689,19.20559316314479,27.34141655933494,3722.0234663367046,,,,,
30,30.0,seeding,26.132498172324357,7.352924823817891,11.852668339326868,150.0,90.0,3682.0852436704627,80.0,-53.86750182767564,50.0,-42.647075176182106,50.0,-38.14733166067313,5500.0,-1817.9147563295373,117.34141655933647,90.0000000000016,26.132498172324357,3682.0852436704627,7.352924823817892,11.852668339326868,19.205593163144762,27.34141655933484,3722.023466336704,,,,,
31,31.0,controlled,52.08663471225046,7.184615278806401,11.852136600996634,320.0,50.0,5674.235534336241,80.0,-27.913365287749542,50.0,-42.815384721193595,50.0,-38.14786339900337,5500.0,174.23553433624056,117.34141444847351,60.130477536616105,52.08663471225046,5674.235534336241,7.184615278806402,11.852136600996634,19.036751879803035,57.21093691185744,5240.591002152389,89.49967114453604,1.9056743613378089,32.092936873450206,28.77778185762836,1000.6083470504282
32,32.0,controlled,52.08530824871501,7.029562232946389,11.838347405110868,320.0,50.0,5674.162426707982,80.0,-27.91469175128499,50.0,-42.97043776705361,50.0,-38.161652594889134,5500.0,174.16242670798238,117.3400684426295,60.13073668019827,52.08530824871501,5674.162426707982,7.029562232946389,11.838347405110868,18.867909638057256,57.20933176243122,5240.52894060218,72.95178597363778,3.0882035878083194,32.103105647603435,28.777045737020437,449.1715500602795
33,33.0,controlled,52.057759750091684,6.911270527361564,11.787772370286003,320.0,50.0,5672.657839905084,80.0,-27.942240249908316,50.0,-43.088729472638434,50.0,-38.21222762971399,5500.0,172.65783990508407,117.31028514451451,60.134287793935336,52.057759750091684,5672.657839905084,6.911270527361564,11.787772370286003,18.699042897647566,57.17599735057919,5239.252056892756,67.26862015041254,4.320865131718293,32.12472686284746,28.778135949464907,102.24461031909459
34,34.0,controlled,51.91268750914158,6.832095957459576,11.697969705059103,320.0,50.0,5664.769444624011,80.0,-28.087312490858423,50.0,-43.16790404254042,50.0,-38.3020302949409,5500.0,164.76944462401116,117.1438049814744,60.14328779446793,51.91268750914158,5664.769444624011,6.832095957459576,11.697969705059103,18.53006566251868,57.00051718700644,5232.568971039843,79.57715819873954,5.564488527439309,32.16049975410374,28.786053432049236,653.3058242573634
35,35.0,controlled,51.542248078480725,6.778402445201302,11.582586024866131,320.0,50.0,5644.566783546326,80.0,-28.457751921519275,50.0,-43.2215975547987,50.0,-38.41741397513387,5500.0,144.5667835463264,116.69468045006046,60.14178366160615,51.542248078480725,5644.566783546326,6.778402445201302,11.582586024866131,18.360988470067433,56.552896788454305,5215.539637531095,91.89109361627149,6.826241237112125,32.20779681939178,28.806045150573887,1202.5505204596857
36,36.0,controlled,50.922026399042586,6.734766891617587,11.457467473913777,320.0,50.0,5610.324757710065,80.0,-29.077973600957414,50.0,-43.26523310838241,50.0,-38.54253252608622,5500.0,110.32475771006466,115.90455867899048,60.099614612995744,50.922026399042586,5610.324757710065,6.7347668916175865,11.457467473913777,18.192234365531363,55.80494406599473,5186.950000548912,104.16693775196683,8.119306598249622,32.2632188690248,28.84103966537453,1747.168630965893
37,37.0,controlled,50.12301282391866,6.690465111148228,11.334212917718862,320.0,50.0,5565.295913309066,80.0,-29.876987176081343,50.0,-43.30953488885177,50.0,-38.66578708228114,5500.0,65.29591330906624,114.84055963095575,59.9964408749777,50.12301282391866,5565.295913309066,6.690465111148228,11.334212917718862,18.02467802886709,54.84411875597807,5149.848686913719,95.04617530173986,7.712918331048684,32.31690905350142,28.89247272437073,1306.1937596409516
38,38.0,controlled,51.4793837486193,6.685180882701429,11.218704079894021,340.0,50.0,5742.659861814386,80.0,-28.5206162513807,50.0,-43.31481911729857,50.0,-38.781295920105975,5500.0,242.6598618143862,113.63497912888538,57.157978195328546,51.4793837486193,5742.659861814386,6.685180882701429,11.218704079894021,17.90388496259545,56.47700093355684,5299.438380640508,84.50584837531405,5.476606222405692,32.36395766497132,28.9594796306774,871.9569095296474
39,39.0,controlled,52.74083442813241,6.713271688164024,11.115307297363902,360.0,50.0,5912.457101693496,80.0,-27.25916557186759,50.0,-43.28672831183597,50.0,-38.8846927026361,5500.0,412.45710169349604,112.41164104179558,54.40801060709127,52.74083442813241,5912.457101693496,6.713271688164024,11.115307297363902,17.828578985527926,58.0036304347043,5453.062449200067,74.88414846346707,3.390916257830874,32.403928197615635,29.03646015704525,489.3088592154322
40,40.0,controlled,53.93792498231092,6.765053169361422,11.031676025939076,380.0,50.0,6073.6121362901595,80.0,-26.062075017689082,50.0,-43.23494683063858,50.0,-38.96832397406092,5500.0,573.6121362901595,111.25344520691544,51.7938552813248,53.93792498231092,6073.6121362901595,6.765053169361423,11.031676025939076,17.7967291953005,59.45958992559063,5611.65435748465,70.30591077196455,1.4491793220375797,32.438025331395124,29.11695476035434,351.7542345755419
41,41.0,controlled,55.08726941097497,6.830733926015293,10.974894139854076,400.0,50.0,6223.3385528175495,80.0,-24.91273058902503,50.0,-43.16926607398471,50.0,-39.02510586014593,5500.0,723.3385528175495,110.22043477404834,49.356276000905524,55.08726941097497,6223.3385528175495,6.830733926015293,10.974894139854076,17.80562806586937,60.864158773142805,5774.154528221229,71.5439773449355,0.8473737797457233,32.466923201923194,29.195070175782742,438.39717604085854
42,42.0,controlled,54.544638487930676,6.86964884645537,10.948297607685449,400.0,50.0,6196.253955575725,80.0,-25.455361512069324,50.0,-43.13035115354463,50.0,-39.05170239231455,5500.0,696.2539555757248,109.37506577783522,49.17485454117213,54.544638487930676,6196.253955575725,6.86964884645537,10.948297607685449,17.81794645414082,60.2002112366631,5743.45652916598,71.69955614419491,1.8857178700396062,32.484640979607434,29.264421619248214,403.23878376498305
43,43.0,controlled,55.00907065298929,6.901206589994692,10.949037809681453,410.0,50.0,6256.905126236856,80.0,-24.990929347010713,50.0,-43.09879341000531,50.0,-39.05096219031854,5500.0,756.9051262368557,108.77731932268573,48.008932961604536,55.00907065298929,6256.905126236856,6.9012065899946915,10.949037809681453,17.850244399676143,60.76838636108119,5813.1079125426895,80.53033639055936,0.9885530196113521,32.48738912396862,29.322077834337364,879.9491539654341
44,44.0,controlled,54.78158517688975,6.91540556983813,10.968459306702592,410.0,50.0,6234.158825578729,80.0,-25.21841482311025,50.0,-43.08459443016187,50.0,-39.03154069329741,5500.0,734.1588255787292,108.46045771243706,47.97050605905932,54.78158517688975,6234.158825578729,6.91540556983813,10.968459306702592,17.88386487654072,60.489951653377744,5786.598316043019,89.70873434660888,1.635570261306917,32.44117046037393,29.364638622541822,1313.3677501193106
45,45.0,controlled,54.70467486468743,6.919521561044852,10.997926613478866,410.0,50.0,6212.433889912927,80.0,-25.295325135312567,50.0,-43.08047843895515,50.0,-39.00207338652113,5500.0,712.433889912927,108.40769224474862,48.01181784943804,54.70467486468743,6212.433889912927,6.919521561044851,10.997926613478866,17.917448174523717,60.395874395310585,5761.718864829295,97.25513306567319,2.3904205412518564,32.33352674819238,29.391518825852994,1656.9833475187988
46,46.0,controlled,54.74025910497278,6.919910136426907,11.029872645864362,410.0,50.0,6192.200074001182,80.0,-25.25974089502722,50.0,-43.08008986357309,50.0,-38.97012735413564,5500.0,692.2000740011817,108.55613982660877,48.11674219468902,54.74025910497278,6192.200074001182,6.919910136426907,11.029872645864362,17.94978278229127,60.43939763191973,5738.915530885652,102.82396398098885,2.983201821547098,32.232727991034,29.403800299779547,1910.2116934314108
47,47.0,controlled,55.69347205586311,6.93812461563105,11.05920961320679,420.0,50.0,6260.354495388283,80.0,-24.30652794413689,50.0,-43.061875384368946,50.0,-38.94079038679321,5500.0,760.3544953882829,108.82366942125978,47.21603670111957,55.69347205586311,6260.354495388283,6.938124615631049,11.05920961320679,17.99733422883784,61.6076327201402,5817.170593383551,95.65787768645642,2.5720817252749413,32.22287238848389,29.40426183723216,1566.266420106604
48,48.0,controlled,56.6448534219001,6.974135331906741,11.085116453753676,430.0,50.0,6326.919234501089,80.0,-23.355146578099898,50.0,-43.02586466809326,50.0,-38.91488354624632,5500.0,826.9192345010888,109.13365434345502,46.3554774250651,56.6448534219001,6326.919234501089,6.97413533190674,11.085116453753676,18.059251785660415,62.778176918389924,5897.9325537759605,88.77608830996977,2.2085449235873043,32.264662733110285,29.39292883261931,1238.830924365976
49,49.0,controlled,57.563748793217876,7.023640994380037,11.111358261530988,440.0,50.0,6391.290739475343,80.0,-22.436251206782124,50.0,-42.97635900561996,50.0,-38.88864173846901,5500.0,891.2907394753429,109.43337391314627,45.52026977526314,57.563748793217876,6391.290739475343,7.023640994380036,11.111358261530988,18.134999255911026,63.91310413788313,5980.79209202774,82.81303901761169,1.860100816880049,32.304202610452464,29.37445705757805,957.0472599683894
50,50.0,controlled,57.68516944777918,7.065703812105122,11.142912191819578,440.0,50.0,6382.226402866679,80.0,-22.31483055222082,50.0,-42.93429618789488,50.0,-38.857087808180424,5500.0,882.2264028666787,109.70795839399383,45.64456600095915,57.68516944777918,6382.226402866679,7.065703812105121,11.142912191819578,18.2086160039247,64.06339239303469,5968.8121444315275,79.22615098780936,2.5400958770304385,32.31068893421558,29.352378086404673,751.1494045079339
51,51.0,controlled,58.56950262813745,7.113574724915682,11.18233029854696,450.0,50.0,6445.414406707481,80.0,-21.43049737186255,50.0,-42.88642527508432,50.0,-38.81766970145304,5500.0,945.4144067074812,109.97999529631596,44.81974373242314,58.56950262813745,6445.414406707481,7.113574724915682,11.18233029854696,18.29590502346264,65.16025156389283,6054.6834007107755,76.36851703926051,2.3101270865965517,32.28968250264017,29.328951000423025,615.3211558133712
52,52.0,controlled,59.452795626937196,7.167196124074669,11.229181921742558,460.0,50.0,6504.526501226279,80.0,-20.547204373062804,50.0,-42.83280387592533,50.0,-38.77081807825744,5500.0,1004.5265012262789,110.28883882094753,44.0290003037903,59.452795626937196,6504.526501226279,7.167196124074669,11.229181921742558,18.39637804581723,66.2598385171572,6140.546564330172,80.5063836591324,1.9033519526746474,32.23375556170023,29.304286762238064,846.5828024593061
53,53.0,controlled,59.65233484884719,7.211584041159977,11.28328507754562,460.0,50.0,6498.761571346697,80.0,-20.34766515115281,50.0,-42.78841595884002,50.0,-38.71671492245438,5500.0,998.7615713466967,110.66330456511332,44.15450614506638,59.65233484884719,6498.761571346697,7.211584041159977,11.28328507754562,18.494869118705598,66.50879842004694,6131.9108680781455,84.95220039182664,2.434574464306486,32.1400508081124,29.277078380747128,1055.0248369330316
54,54.0,controlled,60.60477566334417,7.261933217495914,11.343866763220161,470.0,50.0,6554.629944668507,80.0,-19.39522433665583,50.0,-42.738066782504085,50.0,-38.65613323677984,5500.0,1054.629944668507,111.11292828456124,43.412939224639196,60.60477566334417,6554.629944668507,7.261933217495914,11.343866763220161,18.605799980716075,67.69998905992205,6218.253928514193,87.7128759317272,1.9814545738673388,32.0244780226278,29.2457661469587,1216.392192747001
55,55.0,controlled,61.57900317586734,7.31940029694194,11.409084091153405,480.0,50.0,6606.443269139526,80.0,-18.420996824132658,50.0,-42.68059970305806,50.0,-38.5909159088466,5500.0,1106.443269139526,111.63595943678585,42.71261861181905,61.57900317586734,6606.443269139526,7.31940029694194,11.409084091153405,18.728484388095346,68.92334082496679,6304.22129849157,89.16571432116922,1.5371516434469612,31.927253906595478,29.208802819296576,1317.958630924843
56,56.0,controlled,61.91872387983627,7.369982590596312,11.478648937919996,480.0,50.0,6602.7048531654455,80.0,-18.08127612016373,50.0,-42.63001740940369,50.0,-38.52135106208,5500.0,1102.7048531654455,112.22307231377691,42.871963420344436,61.91872387983627,6602.7048531654455,7.3699825905963126,11.478648937919996,18.848631528516307,69.35110889343247,6297.806696268959,91.00054396045417,2.23371191795745,31.84717864477775,29.165967176744957,1387.6843110487002
57,57.0,controlled,62.94490097396013,7.427305385797411,11.552465627278117,490.0,50.0,6651.362154448476,80.0,-17.05509902603987,50.0,-42.57269461420259,50.0,-38.44753437272188,5500.0,1151.3621544484758,112.86222784898266,42.215265289085,62.94490097396013,6651.362154448476,7.427305385797411,11.552465627278117,18.979771013075528,70.64696255989764,6384.174181763504,88.11244597443029,1.067626610522062,31.78856120236842,29.118106202127915,1300.240931303927
58,58.0,controlled,63.34579848386072,7.478473554169421,11.629589774789206,490.0,50.0,6648.576247243998,80.0,-16.65420151613928,50.0,-42.52152644583058,50.0,-38.37041022521079,5500.0,1148.5762472439983,113.54609349503393,42.391354197185905,63.34579848386072,6648.576247243998,7.478473554169421,11.629589774789206,19.10806332895863,71.15473929784802,6379.052224218836,86.0160624553886,0.9735267142646649,31.74062377719467,29.065955358260407,1211.7978302834426
59,59.0,controlled,63.769890968032946,7.523929315244297,11.70940995587224,490.0,50.0,6646.02501996117,80.0,-16.230109031967054,50.0,-42.476070684755705,50.0,-38.29059004412776,5500.0,1146.02501996117,114.26984945604752,42.57701753586888,63.769890968032946,6646.02501996117,7.523929315244297,11.70940995587224,19.233339271116538,71.69283192017865,6374.38157881856,84.64519641114327,0.8743103806585211,31.692805065818163,29.010415597395045,1153.3832683635774
60,60.0,controlled,64.21372267136769,7.565157968766968,11.790293034588553,490.0,50.0,6643.69526088007,80.0,-15.786277328632309,50.0,-42.43484203123303,50.0,-38.20970696541145,5500.0,1143.6952608800702,115.02777700869163,42.77077166534801,64.21372267136769,6643.69526088007,7.565157968766968,11.790293034588553,19.35545100335552,72.25700534334362,6370.132805283239,83.48736675663278,0.6895348400334598,31.648202329354266,28.952397381203674,1109.8616103020695
61,61.0,controlled,64.67235166095475,7.604033559125513,11.870247340011568,490.0,50.0,6641.601414649311,80.0,-15.327648339045254,50.0,-42.39596644087449,50.0,-38.12975265998843,5500.0,1141.6014146493108,115.81145211247448,42.97034711575962,64.67235166095475,6641.601414649311,7.604033559125512,11.870247340011568,19.47428089913708,72.84110499671486,6366.327526192613,82.10748571920787,0.4035325078365659,31.61312120964962,28.892502178045845,1059.916491183792
62,62.0,controlled,65.13788130156016,7.641902047839729,11.9478589038348,490.0,50.0,6639.793612768488,80.0,-14.862118698439843,50.0,-42.35809795216027,50.0,-38.0521410961652,5500.0,1139.793612768488,116.60717192762809,43.172013433337746,65.13788130156016,6639.793612768488,7.641902047839729,11.9478589038348,19.589760951674528,73.43515849429033,6363.052115648078,82.68029319258522,0.624312302850214,31.583507487247832,28.831453226232696,1082.051008812724
63,63.0,controlled,65.60080900186327,7.679406298784443,12.022488617476299,490.0,50.0,6638.327901465018,80.0,-14.399190998136731,50.0,-42.32059370121556,50.0,-37.9775113825237,5500.0,1138.327901465018,117.3981554942036,43.37109499447271,65.60080900186327,6638.327901465018,7.679406298784443,12.022488617476299,19.70189491626074,74.0270604997309,6360.403284605027,83.28173380600106,1.3522398226481869,31.563983671592013,28.7704948360139,1079.750773787348
64,64.0,controlled,65.3711950732239,7.868338816170413,12.094585524065774,480.0,60.0,6583.625912644845,80.0,-14.628804926776098,50.0,-42.131661183829586,50.0,-37.90541447593422,5500.0,1083.625912644845,118.17002008154446,44.43669123405297,65.3711950732239,6583.625912644845,7.868338816170413,12.094585524065774,19.962924340236185,73.7333288474915,6265.599687867492,82.67261021378829,1.1882950970834685,31.529365449051035,28.70594940949591,1000.2277906856721
65,65.0,controlled,65.08943590445162,8.195750631369192,12.176408073099283,470.0,70.0,6523.895964090235,80.0,-14.91056409554838,50.0,-41.804249368630806,50.0,-37.82359192690072,5500.0,1023.8959640902349,118.91561931451145,45.54233593436204,65.08943590445162,6523.895964090235,8.195750631369192,12.176408073099283,20.372158704468475,73.37328338014939,6170.00863939607,80.56757938979025,1.281253979100832,31.4573050803626,28.641663933602608,897.1455976139887
66,66.0,controlled,63.97990647901789,8.776872615467019,12.30192697243746,450.0,90.0,6388.359691349552,80.0,-16.02009352098211,50.0,-41.22312738453298,50.0,-37.69807302756254,5500.0,888.3596913495521,119.6584236454336,47.69876428036095,63.97990647901789,6388.359691349552,8.776872615467019,12.30192697243746,21.078799587904477,71.95965936507262,5976.906463898729,77.52040199987728,0.7211296402508296,31.32825956204923,28.57197613618122,720.5073886253549
67,67.0,controlled,62.7968081433406,9.56104792802957,12.518364318715037,430.0,110.0,6228.965400999165,80.0,-17.2031918566594,50.0,-40.438952071970434,50.0,-37.48163568128496,5500.0,728.9654009991646,120.52473133710916,50.06512596836229,62.7968081433406,6228.965400999165,9.56104792802957,12.518364318715035,22.079412246744603,70.45960536874685,5780.61251790157,72.46467858585137,0.8141715015312343,31.078497069218113,28.497485536656278,479.281779477843
