target,setpoint,iae_full,iae_per_minute_full,iae_controlled,iae_per_minute_controlled
return,80.0,2155.790188995851,9.413930956313761,593.6326359933602,2.9681631799668007
first_chamber_filling,50.0,8614.891253973688,37.6196124627672,7378.126073864418,36.89063036932209
second_chamber_filling,50.0,6930.542816382644,30.26437911084124,5824.270198223148,29.12135099111574
gran1_blain,5500.0,332210.60306301893,1450.7013234192966,279491.07512946177,1397.4553756473088
TOTAL_weighted,,24345.436320612564,106.31194899830814,19385.850410670162,96.92925205335081
